source_root	source_path	size_bytes	disposition
../data	calib-data/12db/ppl_results_MXFP8_calibration_snr.json	30140	copied_exactly
../data	calib-data/12db/ppl_results_MXFP8_fix_cap.json	30304	copied_exactly
../data	calib-data/12db/ppl_results_MXFP8_fix_time.json	43627	copied_exactly
../data	calib-data/13db/calibration_MXFP8_fixed_sum.json	3598400	external_original_not_selected
../data	calib-data/13db/ppl_results_MXFP8_calibration_fix.json	43618	copied_exactly
../data	calib-data/13db/ppl_results_MXFP8_fix_time.json	43618	copied_exactly
../data	calib-data/14db/calibration_MXFP4.json	3578216	external_original_not_selected
../data	calib-data/14db/calibration_MXFP4_fixed_sum.json	3594732	external_original_not_selected
../data	calib-data/14db/calibration_MXFP6_E2M3.json	3576661	external_original_not_selected
../data	calib-data/14db/calibration_MXFP6_E2M3_fixed_sum.json	3593246	external_original_not_selected
../data	calib-data/14db/calibration_MXFP6_E3M2.json	3578317	external_original_not_selected
../data	calib-data/14db/calibration_MXFP6_E3M2_fixed_sum.json	3594867	external_original_not_selected
../data	calib-data/14db/calibration_MXFP8.json	3583093	external_original_not_selected
../data	calib-data/14db/calibration_MXFP8_fixed_sum.json	3599526	external_original_not_selected
../data	calib-data/14db/ppl_result_MXFP8_calibration_fix.json	30142	copied_exactly
../data	calib-data/14db/ppl_results_MXFP8_calibration_fix.json	30143	copied_exactly
../data	calib-data/14db/ppl_results_MXFP8_fix_cap.json	30291	copied_exactly
../data	calib-data/14db/ppl_results_MXFP8_fix_time.json	43609	copied_exactly
../data	calib-data/15db/calibration_MXFP4.json	3580485	external_original_not_selected
../data	calib-data/15db/calibration_MXFP4_fixed_sum.json	3596710	external_original_not_selected
../data	calib-data/15db/calibration_MXFP6_E2M3.json	3578466	external_original_not_selected
../data	calib-data/15db/calibration_MXFP6_E2M3_fixed_sum.json	3594925	external_original_not_selected
../data	calib-data/15db/calibration_MXFP6_E3M2.json	3580077	external_original_not_selected
../data	calib-data/15db/calibration_MXFP6_E3M2_fixed_sum.json	3596460	external_original_not_selected
../data	calib-data/15db/calibration_MXFP8.json	3585226	external_original_not_selected
../data	calib-data/15db/calibration_MXFP8_fixed_sum.json	3601549	external_original_not_selected
../data	calib-data/15db/ppl_results_MXFP8_MSD_B16_calib.json	22674	copied_exactly
../data	calib-data/15db/ppl_results_MXFP8_calibration_fix.json	30136	copied_exactly
../data	calib-data/15db/ppl_results_MXFP8_calibration_snr.json	30132	copied_exactly
../data	calib-data/15db/ppl_results_MXFP8_fix_cap.json	30290	copied_exactly
../data	calib-data/15db/ppl_results_MXFP8_fix_time.json	43613	copied_exactly
../data	calib-data/16db/calibration_MXFP8_fixed_sum.json	3604917	external_original_not_selected
../data	calib-data/16db/ppl_results_MXFP8_fix_time.json	43586	copied_exactly
../data	calib-data/17db/calibration_MXFP4.json	3587869	external_original_not_selected
../data	calib-data/17db/calibration_MXFP4_fixed_sum.json	3603922	external_original_not_selected
../data	calib-data/17db/calibration_MXFP6_E2M3.json	3585979	external_original_not_selected
../data	calib-data/17db/calibration_MXFP6_E2M3_fixed_sum.json	3602213	external_original_not_selected
../data	calib-data/17db/calibration_MXFP6_E3M2.json	3586544	external_original_not_selected
../data	calib-data/17db/calibration_MXFP6_E3M2_fixed_sum.json	3602962	external_original_not_selected
../data	calib-data/17db/calibration_MXFP8.json	3593855	external_original_not_selected
../data	calib-data/17db/calibration_MXFP8_fixed_sum.json	3610049	external_original_not_selected
../data	calib-data/17db/ppl_results_MXFP8_calibration_fix.json	30113	copied_exactly
../data	calib-data/17db/ppl_results_MXFP8_calibration_snr.json	30123	copied_exactly
